tilt_index,tilt_angle,intensity,h,k,l,thickness
0,-1.5,0.0,-14,-12,-4,1918.64404296875
1,-1.4491525423728813,0.0,-14,-12,-4,1918.64404296875
2,-1.3983050847457628,0.0,-14,-12,-4,1918.64404296875
3,-1.347457627118644,0.0,-14,-12,-4,1918.64404296875
4,-1.2966101694915255,0.0,-14,-12,-4,1918.64404296875
5,-1.2457627118644068,0.0,-14,-12,-4,1918.64404296875
6,-1.194915254237288,0.0,-14,-12,-4,1918.64404296875
7,-1.1440677966101696,0.0,-14,-12,-4,1918.64404296875
8,-1.0932203389830508,0.0,-14,-12,-4,1918.64404296875
9,-1.042372881355932,0.0,-14,-12,-4,1918.64404296875
10,-0.9915254237288136,0.0,-14,-12,-4,1918.64404296875
11,-0.9406779661016949,0.0,-14,-12,-4,1918.64404296875
12,-0.8898305084745762,0.0,-14,-12,-4,1918.64404296875
13,-0.8389830508474576,0.0,-14,-12,-4,1918.64404296875
14,-0.7881355932203389,0.0,-14,-12,-4,1918.64404296875
15,-0.7372881355932203,0.0,-14,-12,-4,1918.64404296875
16,-0.6864406779661016,0.0,-14,-12,-4,1918.64404296875
17,-0.635593220338983,0.0,-14,-12,-4,1918.64404296875
18,-0.5847457627118644,0.0,-14,-12,-4,1918.64404296875
19,-0.5338983050847457,0.0,-14,-12,-4,1918.64404296875
20,-0.48305084745762716,0.0,-14,-12,-4,1918.64404296875
21,-0.43220338983050843,5.216257363827026e-07,-14,-12,-4,1918.64404296875
22,-0.3813559322033897,2.8324650429567555e-06,-14,-12,-4,1918.64404296875
23,-0.3305084745762712,1.1883116712851916e-05,-14,-12,-4,1918.64404296875
24,-0.27966101694915246,1.1557817742868792e-06,-14,-12,-4,1918.64404296875
25,-0.22881355932203373,1.8573879287941963e-06,-14,-12,-4,1918.64404296875
26,-0.17796610169491522,3.7566401545063854e-08,-14,-12,-4,1918.64404296875
27,-0.1271186440677965,2.529939457929231e-08,-14,-12,-4,1918.64404296875
28,-0.07627118644067776,2.1911955627729185e-06,-14,-12,-4,1918.64404296875
29,-0.025423728813559254,1.6656310890539316e-06,-14,-12,-4,1918.64404296875
30,0.025423728813559476,3.7666522985091433e-06,-14,-12,-4,1918.64404296875
31,0.07627118644067798,1.3887623708797037e-06,-14,-12,-4,1918.64404296875
32,0.12711864406779672,4.50386369266198e-06,-14,-12,-4,1918.64404296875
